Domain name,Company name,Category,Language,Popularity,Twitter,Facebook,Email addresses on Hunter
covenantspice.com,Covenant Spice,Hobby & Leisure,en,2,,,0
dodsshop.co.uk,Dods Shop,,en,4,,,0
fuchsiashoes.com,Fuchsia,Retail,en,3,fuchsiashoes,fuchsiashoes,2
scitscat.com,Scitscat Music,Art & Entertainment,en,3,scitscat,scitscat,9
cloudberryliving.co.uk,Cloudberry Living,Retail,en,3,cloudberrynews,cloudberryliving,3
jarcase.com,Jarcase,,en,2,,jarcase,1
cooksinnovations.com,Cooks Innovations,Food & Drink,en,3,cooksinnovation,cooksinnovations,3
patchworks.us,Patchworks,Technology,en,2,patchworksusa,patchworksus,0
javita.com,Javita International Ltd,Beauty & Fitness,en,2,javitacoffee,javitacoffeecompany,1
thelambingshed.com,The Lambing Shed,Retail,en,2,lambingshed,thelambingshedfarmshop,1
cubicoriginal.com,CUBIC,Retail,en,3,cubic_original,cubicoriginal,2
sportsresearch.com,Sports Research,Beauty & Fitness,en,4,_sportsresearch,sportsresearchcorp,5
risis.com,RISIS,Retail,en,2,,risis.official,0
curvecycling.com.au,Curve Cycling,Sport,en,2,curvecycling,curvecycling,0
dustandthings.com,Dustandthings.com,Art & Entertainment,en,4,dustandthings,dustandthings,1
sweetactionicecream.com,Sweet Action Ice Cream,Food & Drink,en,3,sweetactionic,sweetactionicecream,0
microscooters.com.au,Micro Scooters Australia,Retail,en,3,,,2
cablesandsensors.com,Cables & Sensors,Manufacturing,en,4,,,3
majoliecollections.com,Majolie Collections,Retail,en,3,majolie_c,majoliecollections,1
mcmexpostore.com,MCM Expo Store,,en,3,,mcmexpo,0
onske.co.uk,Onske,Retail,en,3,onskeuk,onskeuk,1
sentimentsexpress.com,TCS SentimentsExpress,Retail,en,2,,,1
shivarose.com,Shivarose,Internet & Telecom,en,4,,,1
needforseat.com,NEEDforSEAT® International,,en,3,,,2
racingradios.com,Racing Radios,Manufacturing,en,3,racingradios,racingradios,4
mobros.co.uk,Mo Bro's,Retail,en,3,mobrosgrooming,mobrosgrooming,2
catinberlin.com,Cat in Berlin,Animal,en,3,,,1
naturalfertilityshop.com,NFS,,en,3,,,2
houseofjane.com,,,en,2,,,1
keviastyle.com,Kevia,Hobby & Leisure,en,4,,,3
handvark.com,HANDVÄRK FURNITURE,Manufacturing,en,3,,handvark,2
creativecloseup.com,Creative Closeup,Technology,en,3,creativecloseup,creativecloseup,1
secretcinemastores.org,Secret Cinema Stores,,en,2,,secretcinemapresents,0
reservestrap.com,Reserve Strap,,en,3,reservestrap,reservestrap,0
onelive.com,ONELIVE,Technology,en,3,onelivellc,,7
beijaflorjeans.com,Beija-Flor Jeans,Retail,en,3,,beijaflorjeans,2
jalohelsinki.com,Jalo Helsinki,,en,2,,,0
bronnley.co.uk,Bronnley,Retail,en,3,bronnleyengland,hbronnley,2
tobytiger.co.uk,Toby Tiger,Retail,en,3,toby_tiger,tobytigerbrighton,2
thelinenworks.co.uk,The Linen Works,Retail,en,2,,thelinenworks,2
liquidoactive.com,Liquido Active,Retail,en,3,,,1
shoebakery.com,Shoe Bakery,Hobby & Leisure,en,3,shoebakeryco,shoebakeryco,1
viewyourdeal.com,View Your Deal,,en,4,viewyourdeal,viewyourdeal,1
mavi-store.de,Mavi,Retail,en,2,,mavi.europe,0
lefrik.com,Lefrik,Manufacturing,en,4,lefrik_co,lefrikbrand,4
ikkadukka.com,Ikka Dukka,Art & Entertainment,en,2,ikkadukka,,2
grimfrost.com,Grimfrost,Hobby & Leisure,en,2,thegrimfrost,thegrimfrost,1
booze-up.com,Booze Up,Food & Drink,en,2,booze_up_london,boozeup,1
deskcycle.com,DeskCycle,Internet & Telecom,en,4,,,1
trintec.com,Trintec Industries Inc,Manufacturing,en,4,,trintecindustries,2
peaudeloup.com,Peau de Loup,Retail,en,3,peaudeloup,peaudeloupstyle,2
frogmouthclothing.com,Frogmouth,Retail,en,2,frogmouth_inc,frogmouthinc,3
skeanie.com.au,SKEANIE,Retail,en,3,skeanie,skeanie,0
tonicroom.co.nz,Tonic Room,Beauty & Fitness,en,2,,tonicroom465,1
shopmelissa.com,Melissa & Mini Melissa Shoes & Sandals,Retail,en,3,,,1
theairdgroup.com,The Aird Group,,en,2,,theairdgroup,3
psdunderwear.com,PSD Underwear,Retail,en,2,psdunderwear,psdunderwear,2
ileanamakri.com,Ileana Makri,Retail,en,4,,ileanamakri,4
kathysantodogtraining.com,Kathy Santo Dog Training,Education & Career,en,2,kathysanto,kathysantodogtraining,0
instrmnt.co.uk,Instrmnt Applied Design,Art & Entertainment,en,4,instrmntlimited,instrmnt,0
ozmobiles.com.au,OzMobiles,Technology,en,2,,official.ozmobiles,1
gocycling.com,GoCycling,,en,2,gocyclingllc,gocyclingllc,1
hologramusa.com,Hologram USA,Art & Entertainment,en,3,,,2
fairwayjockey.com,Fairway Jockey,Sport,en,4,fairwayjockey,fairwayjockey,2
closetcasefiles.com,Closet Case Patterns,Hobby & Leisure,en,4,closetcasepatt,closetcasepatterns,0
hamishrobertson.com,Hamish Robertson Editions,,en,3,,,1
garzamarfa.com,Garza Marfa,Manufacturing,en,3,,garzamarfa,2
fashioncan.com,Fashioncan,Internet & Telecom,en,3,,fashioncanonline,0
pas-nutrition.co.uk,Pas Nutrition,Sport,en,2,proathletesupps,,2
negash83.com,Negash Apparel & Footwear,,en,3,negash83,negashdetroit,1
hansfordsmenswear.co.uk,Hansfords Menswear,Retail,en,3,hansfords4men,hansfordsmenswear,4
attitudeliving.com,ATTITUDE,,en,4,,,9
becandbridge.com.au,Bec + Bridge,Retail,en,3,,,19
leesa.co.uk,Leesa,,en,3,,leesasleepuk,1
jellyroll615.com,Jelly Roll Official,,en,4,jellyroll615,,0
shoesfeetgear.com.au,Shoes Feet Gear,Beauty & Fitness,en,2,shoesfeetgear,shoesfeetgear,1
leadingedgephysicaltherapy.com.au,Leading Edge Physical Therapy,Sport,en,2,,,1
rawbite.eu,Rawbite,,en,3,,,0
cosmetiquesdefrance.com.au,Cosmetiques de France,,en,2,,,1
bodice.co.in,BODICE,,en,2,,bodice,3
untildeathinc.com,Until Death Inc,Hobby & Leisure,en,4,,untildeathinc,1
thatsamorecheese.com.au,That's Amore Cheese,Manufacturing,en,3,amorecheese,thatsamorecheese,4
lobor.com,LOBOR Watches,,en,3,,loborwatches,3
marrisonagriculture.co.uk,Marrison Agriculture,Animal,en,2,,,3
africologyspa.com,Africology,Retail,en,3,africologyspa,africologyskincare,0
camkix.com,CamKix,Retail,en,2,camkixofficial,camkix,5
the-acey.com,The Acey,Retail,en,4,the_acey,theaceyshop,0
castleandcubby.com.au,Castle and Cubby,,en,2,castleandcubby,castleandcubby,1
babybootique.com.au,Baby Bootique,Retail,en,4,,babybootique,2
qoreperformance.com,Qore Performance,Manufacturing,en,3,qoreperformance,qoreperformance,5
radroller.com,RAD Roller,Beauty & Fitness,en,4,,,8
naturalsupplyco.com,Natural Supply Co,,en,2,,naturalsupplyco,3
countrylifeoutfitters.com,Country Life Outfitters,,en,3,,countrylifeoutfitters,2
popuplighting.com,Popup Lighting,Art & Entertainment,en,3,,popuplighting,2
be-pure.com,Pure Apparel Returns DepartmentUnit,,en,2,be_pureapparel,bepureapparel,3
apexracingskates.com,Apex Racing Skates,,en,2,,,1
brooklyncandlestudio.com,Brooklyn Candle Studio,,en,4,bkcandlestudio,brooklyncandlestudio,8
thernlunds.se,Thernlunds,Retail,en,2,,thernlunds,5
southpawonline.com,South Paw Studios,Retail,en,2,,,3
skylinesocks.com,Skyline Socks,,en,3,skylinesocks,skylinesocks,3
yummybazaar.com,Yummy Bazaar,Retail,en,4,,,3
islandoutfitters.com,Island Outfitters,,en,3,,,1
farmtofeet.com,Farm to Feet,,en,4,farmtofeet,farmtofeet,2
shopswank.com,SWANK,,en,2,,,0
sossaveoursoles.ca,S Save Our Soles,Retail,en,3,,sossaveoursoles,0
zeghani.com,Zeghani,Hobby & Leisure,en,3,zeghani,zeghani,2
strut-this.com,Strut This,Retail,en,2,strut_this,strutthis,1
mirandakerr.net,Miranda,,en,3,mirandakerr,mirandakerr,1
littleunicorn.com,Little Unicorn,,en,4,,littleunicornofficial,3
hihosilver.ca,Hi Ho Silver,Hobby & Leisure,en,2,,hihosilverptbo,3
shopchambong.com,,,en,3,,,1
ashleynelltipton.com,Ashley Nell Tipton,Food & Drink,en,4,designerant,ashleynelltiptondesign,1
sourcevapes.com,SOURCEvapes,,en,4,sourcevapes,sourcevapes,4
nimbusdental.com,Nimbus Dental,Internet & Telecom,en,4,,nimbus-dental-404988273008577,1
macgear.com.au,MacGear Australia,,en,2,,,0
tailor2go.com,,,en,3,,,1
hykso.com,Hykso,,en,4,,,3
jessicarussellflint.co.uk,Jessica Russell Flint,Retail,en,2,,jessicarussellflintdesign,2
slikhaarshop.com,Slikhaarshop,Technology,en,3,,,2
stirlingsoap.com,Stirling Soap Company,Retail,en,2,stirlingsoap,stirlingsoap,1
mangotree.com.ph,Mango Tree PH,Food & Drink,en,2,mangotreeph,mangotreemanila,1
himmee.com,Himmee,Art & Entertainment,en,2,,himmeefinland,2
northcoastnaturals.com,North Coast Naturals,,en,3,,northcoastnaturals,1
stormandmarie.com,STORM & MARIE,Retail,en,3,,stormandmarie,2
audiopush.com,,,en,3,,,1
universal-textiles.com,Universal Textiles,Retail,en,3,,universaltextiles,5
hellohalsted.com,Hello Halsted,Hobby & Leisure,en,3,,,0
lineij-atelier.com,Lineij,Technology,en,3,lineijinc,lineijincorporated,5
lethalthreat.com,Lethal Threat,Internet & Telecom,en,2,,lethalthreatdesigns,0
louisxiii-cognac.com,Louis XIII,,en,4,cognaclouisxiii,louisxiii,19
kurling.com,New Age Sports,,en,2,,,1
paperwhimsy.com,Paperwhimsy,Retail,en,3,,paperwhimsy,0
bacreative.com.au,BA Creative,Art & Entertainment,en,4,bacreative,bacreative,5
urbanapothecarylondon.com,Urban Apothecary London,,en,4,,urbanapothecarylondon,0
woud.dk,WOUD,Home & Garden,en,4,,,10
futurelife.co.za,FUTURELIFE®,,en,2,futurelifeza,futurelifeza,2
solobarolo.com,A fine selection by SoloBarolo,Food & Drink,en,3,,solobarolo,1
vnla.com,VNLA,,en,3,vnlaco,vnlaco,2
modesportif.com,Mode Sportif,Retail,en,4,,modesportif,7
getpronto.com,GetPronto,Internet & Telecom,en,3,,,0
thestatelyhound.com,The Stately Hound,Retail,en,2,,thestatelyhound,2
ecocamel.com,Ecocamel,,en,3,,,3
mayorgaorganics.com,Mayorga Organics,Food & Drink,en,4,,,6
pinotpalooza.com.au,Pinot Palooza,Manufacturing,en,3,,,1
plantabox.co.uk,Plantabox,Retail,en,2,plantabox,plantaboxuk,1
scalpers.es,Scalpers,,en,4,,,0
giddypaperie.com,Giddy paperie,Hobby & Leisure,en,3,giddypaperie,giddypaperie,0
opatra.com,OPATRA,Education & Career,en,2,,,4
muttmotorcycles.com,Mutt Motorcycles,,en,3,muttmotorcycles,muttmotorcycles,9
jsweetsstore.com,J Sweets,Food & Drink,en,2,,,0
renoun.com,Renoun,Sport,en,2,renounskis,renounskis,6
flowfold.com,Flowfold,,en,4,flowfold,flowfold,5
giveafluff.com,Give A Fluff,Internet & Telecom,en,3,giveafluff,giveafluff,1
anacheri.com,Ana Cheri,,en,4,,,1
laceylane.com.au,Lacey Lane,,en,3,,laceylaneshop,1
adora.ph,AdoraMNL,Hobby & Leisure,en,2,,adoramnl,2
clementinefields.ca,Clementine Fields,Beauty & Fitness,en,3,clementinefield,clementinefieldsboutique,1
kodiakcanada.com,Kodiak Wildlife Products,Retail,en,2,kwildlife,,3
popnod.com,POPNOD™️,Art & Entertainment,en,3,popnod,popnodstudio,1
everythingdecorated.com,Everything Decorated,Hobby & Leisure,en,2,everythingdecor,everythingdecorated,2
gorgeousfabrics.com,Gorgeous Fabrics,Internet & Telecom,en,3,gorgeousfabrics,,1
thebrobasket.com,The BroBasket,,en,4,brobasket,,7
mykscb.com,KidStuff Coupon Books,,en,4,,kidstuffcoupons,0
justinhayward.com,Justin Hayward,Internet & Telecom,en,3,,justinhaywardmusic,0
maria-pascual.com,MariaPascual,Retail,en,3,mariapascual_co,mariapascualjewelry,1
heatherbrownart.com,Heather Brown Art,Technology,en,3,heatherbrownart,,3
astemeraldboutique.com,AST Emerald Boutique,,en,2,ast emerald boutique,,3
dicktaylorchocolate.com,Dick Taylor Craft Chocolate,Food & Drink,en,4,,,0
pocketsquare.co.nz,Pocket Square,Technology,en,4,,pocketsquarenz,3
woodwardthrowbacks.com,Woodward Throwbacks,,en,3,,woodwardthrowbacks,4
flashuniforms.com.au,Flash Uniforms,Retail,en,2,,flashuniforms,2
xwerks.com,Xwerks,Sport,en,2,,,1
berthalux.com,BerthaLux,Hobby & Leisure,en,2,,,1
pusheenbox.com,Pusheen Box,,en,4,pusheenbox,pusheenbox,1
darkhallmansionstore.com,DARKHALLMANSIONSTORE,,en,2,,,0
pantryful.com,Pantryful,Food & Drink,en,3,pantryful,pantryful,1
britishchristmasjumpers.com,British Christmas Jumpers,,en,2,,britishchristmasjumpers,1
electricbearbrewing.com,Electric Bear Brewing Co.,Food & Drink,en,2,electricbearuk,electricbearbrewing,3
thepunekar.com,The Punekar,News,en,4,,,0
wrapaloc.com,Wrap-A-Loc,Manufacturing,en,2,,wrapalochair,2
urbanbella.net,Urbanbella,,en,4,urbanbella_curl,,4
jettyextracts.com,Jetty Extracts,,en,2,jettyextracts,jettyextracts,12
vitalydesign.ca,Vitaly Design,,en,3,,vitalydesign,0
elago.com,Elago,Art & Entertainment,en,4,elago_official,elagoofficial,10
littlebirdelectronics.com.au,Little Bird Electronics,Internet & Telecom,en,4,,,1
elepho.com,Elepho,Hobby & Leisure,en,2,elephoinc,getelepho,2
alcottadventures.com,Alcott,Animal,en,2,,alcottadventures,3
sequencecollection.com,Sequence Collection,Retail,en,4,,,2
topcosales.com,Topco Sales,Retail,en,4,,,1
boboandboo.com.au,Boboandboo PtyLtd Atf The Bobo&boo Trust,,en,3,,boboandboo,1
anvilcustoms.com,Anvil Customs,,en,2,anvilcustoms,anvilcustoms,1
lonelykidsclub.com,Lonely Kids Club,Retail,en,3,lonelykidsclub,lonelykidsclub,3
aguabendita.com,Agua Bendita US,Hobby & Leisure,en,4,,,1
eyeseeme.com,Eyeseeme,Books & Literature,en,4,eyeseeme,eyeseeme,5
sticksandsteel.com,Sticks and Steel,Retail,en,3,,sticksandsteel,1
abacionline.com,ABACI,,en,3,abacionline,abacionline,1
animal-jewelry.com,,Hobby & Leisure,en,3,,,1
dalix.com,Dalix,Retail,en,2,dalixinc,dalixinc,4
happyhippoherbals.com,Happy Hippo Herbals,Technology,en,3,,,2
af-rentall.com,Appliance & Furniture RentAll,Manufacturing,en,2,,,0
thelightyard.com,The Light Yard,Retail,en,4,jeff_lightyard,,2
maidenhome.com,Maiden Home,Retail,en,3,maidenhome,maiden-home-1540647379551567,6
pedalempire.com.au,Pedal Empire,Retail,en,2,pedalempire,pedalempire,1
greatpretenders.ca,Great Pretenders,,en,3,grtpretenders,grtpretenders,5
batterybro.com,Battery Bro Team,Retail,en,3,battery_bro,batterybro,1
pinkqueen.com,Pinkqueen,Technology,en,4,pinkqueenhk,pinkqueenxm,2
shopnasa.com,Shop NASA,Retail,en,3,shopnasa,shopnasacom,2
rainforestwater.com,RainForest Water,Food & Drink,en,2,,rainforestwater,1
shopexida.com,Exida,Books & Literature,en,2,,,0
iloveskininc.com,Skin Inc,Retail,en,3,iloveskininc,iloveskininc,1
maaillustrations.com,Maa Illustrations,Retail,en,2,maaillustration,maaillustrations,1
thegaastore.com,TheGAAstore.com,Sport,en,3,thegaastore,thegaastore,3
cactusoutdoor.co.nz,Cactus Outdoor,Retail,en,3,cactusoutdoor,cactusoutdoor,6
oneworldcollection.com.au,OneWorld Collection,Retail,en,2,,,10
cutaway.us,Cutaway USA,Sport,en,2,cutawayusa,cutawayclothing,0
williamhunt.co.uk,William Hunt Savile Row,Retail,en,2,williamhuntrow,williamhuntsavilerow,3
selfishmother.com,SelfishMother,,en,4,,selfishmother,2
majesticfilatures.com,Majestic Filatures,Retail,en,3,,,0
holistichair.co.nz,Holistic Hair,Manufacturing,en,2,holistichair,holistichair,2
bernardo1946.com,Bernardo 1946,,en,2,,bernardo1946,0
deepriversnacks.com,Deep River Snacks,,en,4,deepriversnacks,deepriversnacks,1
customled.com,Custom LED,,en,4,gocustomled,customled,5
kentofinglewood.com,Kent of Inglewood,Retail,en,3,kentofinglewood,kentofinglewood,4
banksjournal.com,BANKS JOURNAL,Retail,en,3,,banks.brand,2
rigards.com,RIGARDS,,en,2,,rigardseyewear,3
badbrownie.co.uk,Bad Brownie,Food & Drink,en,2,badbrownieco,badbrownieco,4
boardblazers.com,Board Blazers,Sport,en,4,,boardblazers,2
katiecrewe.com,KatieCrewe,,en,3,,,2
carmarthencameras.com,Carmarthen Camera Centre,Retail,en,4,,carmarthencameras,2
waxthatmonkey.com,The Naked Monkey,Beauty & Fitness,en,2,,waxthatmonkey,1
ehplabs.com,EHPlabs,Beauty & Fitness,en,3,,,4
genuine-people.com,Genuine People,Retail,en,4,,thegenuinepeople,1
3elove.com,3E Love's Wheelchair Heart,Retail,en,2,3elove,3elove,4
mamalils.com,Mama Lil&#39;s ,Food & Drink,en,2,mamalils,mamalils,1
inkedbydani.com,INKED by Dani Temporary Tattoos,Retail,en,3,inkedbydani,inkedbydani,1
cadencecaraudio.com.au,Cadence Car Audio,,en,2,,,0
honeymamas.com,Honey Mama's,Manufacturing,en,2,,honeymamas,6
neonbandits.com,Neon Bandits,Retail,en,3,neonbandits,neonbandits,2
theminimillionaire.com,The Mini Millionaire,Internet & Telecom,en,2,,,1
quick220.com,Quick 220,Manufacturing,en,3,,,0
govart.com,"Hooks, Hangers, Wire, Hardware",,en,3,,,0
sevendust.com,Sevendust,,en,4,sevendust,sevendustofficial,0
statelytype.com,Stately Type,Retail,en,2,statelytype,statelytype,2
sharkbanz.com,Sharkbanz,,en,3,,sharkbanz,3
belle-digital.com,Belle Digital,Art & Entertainment,en,2,belle_digital,,3
eirnyc.com,Eir NYC,Beauty & Fitness,en,3,,eirnyc,1
bertfrank.co.uk,Bert Frank,Art & Entertainment,en,4,bertfranklights,bert-frank-491647464205897,4
liquidhealthpets.com,Liquid Health Pets,Animal,en,2,,,1
thepeoplesprintshop.com,Peoples Printshop,,en,4,peoplesprints,thepeoplesprintshop,2
trollingmotors.net,TrollingMotors.net,Internet & Telecom,en,3,,trollingmotors,2
ladycharmonline.com,Ladycharmonline,Hobby & Leisure,en,3,,,0
one-n-only.com,One n’ Only Hair Care,Art & Entertainment,en,3,,onenonlybeauty,2
threepotatofour.com,Three Potato Four,Art & Entertainment,en,4,,threepotatofour,5
barkingheads.co.uk,Barkingheads,Animal,en,4,barkingheads,barkingheadsfood,1
berkeleydogbeds.co.uk,Berkeley Dog Beds,Retail,en,2,berkeleydogbeds,berkeleydogbeds,1
dogfit.co.uk,DogFit,,en,2,dogfituk,dogfituk,2
bigdogbedcompany.co.uk,Big Dog Bed Company,Manufacturing,en,2,giantdogbeds,bigdogbedcompany,0
papaspilar.com,Papa's Pilar Rum,Food & Drink,en,4,papaspilar,papaspilarrum,5
joshrosebrook.com,Josh Rosebrook,Manufacturing,en,4,joshrosebrook,joshrosebrookskinandhair,3
luluorganics.com,Lulu Organics,Hobby & Leisure,en,2,luluorganics,luluorganics,0
howmuchyabench.net,HowMuchYaBench,Beauty & Fitness,en,3,,,2
webdesignmarket.com.au,Web Design Market,,en,3,webdesignmrkt,webdesignmarketaustralia,2
pursomalife.com,Pursoma,Manufacturing,en,3,,pursoma,4
scholl-shoes.com,Scholl Redirect,Retail,en,3,,schollshoesglobal,1
zcreatedesign.com,Z Create Design,Animal,en,3,zcreatedesign,zcreatedesign,0
perfectpotion.com.au,Perfect Potion,,en,4,,,8
gardenstorehome.com,Gardenstore,,en,4,,gardenstoretelluride,0
centervillewesternstores.com,Centerville Western Stores,Retail,en,3,,,0
dampshop.no,Dampshop AS,Retail,en,3,dampshop.no,dampshop.no,1
26shirts.com,26 Shirts,Retail,en,2,26shirts,26shirts,5
thepomadeshop.com.au,The Pomade Shop,,en,2,the_pomade_shop,thepomadeshopaustralia,2
catalpashop.com,American Apparel tri,Hobby & Leisure,en,2,,,1
rain.works,Rainworks,Retail,en,3,proudtoberainy,proudtoberainy,2
shoparteffect.com,Art Effect,Hobby & Leisure,en,4,arteffect,shoparteffect,2
saltwaterluxe.com,Saltwater Luxe,Hobby & Leisure,en,2,saltwaterluxe,saltwater-luxe-inc-144938389621499,4
banded2gether.com,Banded,Retail,en,3,banded2gether,banded2gether,6
rubysstudio.com,Ruby's Studio,Art & Entertainment,en,2,,,0
knotheory.com,Knot Theory,Hobby & Leisure,en,2,knotheory,knotheory,0
shop5hourenergy.com,Shop5hourenergy,,en,3,,,0
vivelafete.com,Vive La Fête,Art & Entertainment,en,4,,,5
mountainstandard.com,Mountain Standard,Retail,en,3,,,2
shop-tetra.com,Tetra,,en,4,_tetrashop_,shoptetra,2
peteespie.com,Petee's Pie,Food & Drink,en,4,,,6
indiprotools.com,Indipro Tools Corp,Hobby & Leisure,en,2,,indipro.tools.nyc,0
barbasol.com,Barbasol,,en,4,barbasolshave,,2
celebritymachines.com,Celebrity Machines,,en,3,,celebritymachines,0
mymyk.com,MyMyk,Manufacturing,en,3,mymyksound,mymyksound,1
averyperfumegallery.com,AVERY Perfume Gallery,Manufacturing,en,2,,averyperfumegallery,6
ayegear.com,AyeGear,Retail,en,3,ayegear,ayegear,3
shopredone.com,RE/DONE,Retail,en,4,shopredone,shopredone,9
cognitive-surplus.com,Cognitive Surplus,Retail,en,2,cognitivsurplus,cognitivesurplus,3
savannahs.com,Savannahs,Retail,en,3,,,4
nestlearning.com,Nest Learning,Technology,en,3,nestlearning,nestlearning,0
wmscoink.com,Wms&Co.,Books & Literature,en,3,,,4
jasminorganics.com,Jasmin Organics,Manufacturing,en,2,,jasminorganics.au,1
cosmedica-skincare.com,Cosmedica Skincare,Manufacturing,en,4,,cosmedicaskincare,5
byronbayteacompany.com.au,Byron Bay Tea Company,Food & Drink,en,3,,byronbayteacompany,1
benchpressed.net,Bench Pressed,,en,3,,benchpressed,2
bouncecolor.com,Bounce Color,Art & Entertainment,en,2,bouncecolor,bouncecolor,2
efrancespaper.com,E. Frances Paper,Manufacturing,en,3,efrancespaper,e.francespaper,6
rcmamakeup.net,RCMA Makeup,Hobby & Leisure,en,3,rcmamakeup,rcmamakeup,4
colouryoureyes.com,ColourYourEyes,,en,2,,,1
thephilosophersstoneground.com,The Philosopher's Stoneground,Food & Drink,en,2,,thephilosophersstoneground,1
patriotpostshop.com,The Patriot Post Shop,Automotive,en,2,patriotpostshop,,0
cornucopiapetfoods.com,Cornucopia Pet Foods,Finance,en,2,cornucopiapet,cornucopia-pet-foods-104864435552704,1
nakedbaconco.com,Naked Bacon,Food & Drink,en,2,nakedbaconco,,4
allbig.com.sg,BCP Certification,Manufacturing,en,2,allbigfrozen,allbigfrozen,0
swolepanda.com,Swole Panda,Retail,en,2,swole_panda,swolepandaofficial,2
performancebyie.com,Integrated Engineering,Automotive,en,3,,,3
anquet.com,Anquet Maps,,en,4,anquetmaps,,2
prestofit.com,Prest,,en,4,,,1
baileyblueclothing.com,Bailey Blue Clothing,Retail,en,2,baileybluedress,baileyblueclothing,1
promeate.com,Promeate,Technology,en,3,,,1
alifenewyork.com,Alife® New York,Retail,en,3,alifenewyork,alifenewyork,0
splittree.ca,Split Tree Cocktail Shoppe ,,en,2,splittreeco,splittreemixers,1
cornykeg.com,Corny Keg,,en,2,,,1
prestige.co.uk,Shop Prestige UK,Hobby & Leisure,en,4,yourprestige,yourprestige,1
drjacobsnaturals.com,Dr Jacobs Naturals,Manufacturing,en,2,,drjacobsnaturals,3
ulakcases.com,Ulakcases,Retail,en,3,ulakcases,,1
carinaorganics.com,Carina Organics,Technology,en,3,carinaorganics,carinaorganics,2
exchangebase.com,ExchangeBase,,en,3,,,0
shopgraytools.com,Gray Tools Online Store,Hobby & Leisure,en,3,graytools,graytools,0
movebumpers.com,MOVE Bumpers,Automotive,en,3,movebumpers,movebumpers,1
heartbrandfoods.com,Corazonas Heartbar,Food & Drink,en,2,,,1
delawarebusinessincorporators.com,Delaware Business Incorporators,Law & Government,en,2,dbi_global,,0
greatlakescoffee.com,Great Lakes Coffee Roasting,Food & Drink,en,4,glcroasting,,3
altitude-blog.com,Altitude Blog,Sport,en,4,,,0
northamptonshoes.com,Northampton Shoes,,en,3,,,0
jacq.be,JACQ,,en,4,jacqatjacq,jacq.be,1
mission-nutrition.com,Mission Nutrition,Law & Government,en,2,,missionnutritionbymellosmello,2
olderbrother.us,Olderbrother,Retail,en,2,olderbrotherus,olderbrother.us,3
horlicks.in,Horlicks,Beauty & Fitness,en,4,,horlicksmothersplusindia,0
moremile.co.uk,More Mile,Retail,en,2,moremile1,moremilefitness,0
amybrownart.com,Amy Brown Art,Art & Entertainment,en,3,amybrownart,amybrownart,1
hammernutrition.co.uk,Hammer Nutrition UK Official Distributor,,en,2,,,0
melomind.com,Melomind,,en,4,,,0
airsoftatlanta.com,Airsoft Atlanta,Sport,en,3,airsoftatlanta,airsoftatlanta,1
jannjune.com,JAN 'N JUNE,Retail,en,4,jannjune_,jannjuneofficial,6
gatorwaders.com,Gator Waders,Retail,en,2,,gatorwaders,1
freewaters.com,Freewaters,Retail,en,2,,freewaters,1
ashleyrowe.com,Ashley Rowe,Hobby & Leisure,en,2,ashleyrowe,ashleyroweclothing,3
jluxlabel.com,JLUXLABEL,Retail,en,3,,,2
miriam-baker.com,Miriam Baker,Retail,en,3,miriam_baker_,miriambakerdesigns,2
thewanderingworkshop.com,The Wandering Workshop,Internet & Telecom,en,2,,thewanderingworkshop,0
ads-coffee-supplies.co.uk,ADS Coffee Supplies,Retail,en,2,allieddrinks,,0
zeroodor.com,Zero Odor,Retail,en,2,zeroodor,zeroodorllc,1
urbannatural.com,Urban Natural Home,Retail,en,2,,urbannaturalhome,4
bonappetitbox.com,Bon Appetit Box,Food & Drink,en,3,bonappetitbox,bonappetitbox,3
xx2i.com,XX2i Optics,,en,3,xx2i,xx2ioptics,2
levitation-austin.com,Tour - U.S & Canada,,en,3,,,2
teamuptop.com,UPTOP Clothing,Retail,en,4,teamuptop,teamuptop,3
vocier.com,VOCIER,Retail,en,3,vociercom,vocier,4
tragicsunshine.com,TRAGICSUNSHINE,Hobby & Leisure,en,3,tragicsunshine,,1
orangatangwheels.com,Orangatang Wheels,,en,3,,orangatangwheels,0
qualitycraft.com,Quality Craft,,en,2,,,4
finalscoreproducts.com,Final Score Products,Hobby & Leisure,en,3,finalscorestuff,finalscoreproducts,0
artifactskinco.com,ARTIFACT,,en,2,artifactskinco,artifactskinco,1
codeandquill.com,Code&Quill,,en,3,codeandquill,codeandquill,4
shopglitzyglam.com,ShopGlitzyGlam,,en,3,shopglitzyglam,shopglitzyglam,0
chapter11cases.com,Chapter 11 Cases,Internet & Telecom,en,2,chapter11cases,,0
homegoodsgalore.com,Home Goods Galore,Retail,en,3,homegoodsgalore,homegoodsgalore-426470624147863,1
lulusimonstudio.com,LULUSIMONSTUDIO,Retail,en,4,lulusimonstudio,lulusimonstudio,2
baby-direct.com.au,Baby Direct Australia,Hobby & Leisure,en,2,babydirectau,babydirect.com.au,1
windowcleaningonline.com.au,Window Cleaning Online,,en,2,,window-cleaning-online-116603071774886,2
boroughbox.com,BoroughBox,Food & Drink,en,4,,,2
zaazee.co.uk,ZAAZEE,Retail,en,2,zaazeeuk,zaazeeactivewear,1
cap-z.com.au,Cap,Retail,en,2,,capzstore,1
